Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
SRR6468548	-3.76377057449204	-6.79445711600535	-5.19117026006936	-3.93006744092085	-9	-4.10325211186241	-3.24041414564904	-7.43676388905215	-3.8023741147495	-4.93319753466156	-3.95847123450904	-3.31113632098293	-6.51676425658915	-5.15204086350419	-5.25514787791382	-7.20184608192169	-3.43326326004834	CTR
SRR6468549	-3.53389692955715	-6.64807027040337	-4.69094691412396	-3.5490858056043	-9	-4.14697637461791	-3.20349942615242	-7.59142662798336	-3.8300845202271	-4.41578189796067	-3.90422504832423	-3.24784779509785	-6.32499396577469	-4.42686164601412	-4.77214649768262	-7.43872496276799	-3.44081181099522	CTR
SRR6468550	-3.58021820783848	-7.18365648354153	-4.58955106572754	-3.76995380012558	-9	-4.1086586832752	-3.21949324119605	-7.90598229925693	-4.09874368289554	-4.18227217361313	-3.92785611742445	-3.25072449734508	-6.27124136412401	-4.09906969663121	-4.07992483314648	-7.22919977051828	-3.38516076404209	CTR
SRR6468567	-3.57300775529536	-6.76960819059634	-5.08405196430802	-3.80500511026932	-9	-4.05982215765528	-3.06937452984791	-7.49431160202466	-3.66515237617165	-4.90614462716649	-3.88407486433147	-3.13372625129591	-6.34665786027439	-4.65515815554561	-5.46480981795506	-9	-3.23324372013396	CTR
SRR6468577	-3.65300465689715	-6.99585750948732	-5.13072330516005	-3.7127451984947	-9	-4.16870966193686	-3.25164373325333	-7.80387282418955	-3.790959666449	-4.81879033104637	-3.93393343342107	-3.29895642039059	-6.43707723301456	-4.96198942715153	-4.99903819621304	-6.97475405368553	-3.41790253153101	CTR
SRR6468578	-3.72097406587705	-6.75135751986394	-4.95882710912389	-3.92421470807041	-9	-4.02467334508891	-3.29325108782246	-7.4855706346563	-3.77805191608283	-5.77837485492491	-3.9084841597687	-3.32050033261549	-6.27653907609377	-4.42685507689214	-4.53911893765294	-7.00763240755808	-3.42212807166695	CTR
SRR6468597	-3.71447851862026	-6.69491914207822	-4.75319273836489	-3.72575148871267	-9	-4.02142984670544	-3.159918979289	-7.56799191905433	-3.64079066801658	-4.34975517462946	-3.86338393794713	-3.22400966501375	-6.22970429065515	-4.67808246601085	-5.12597671049966	-6.84595374219891	-3.34167564230856	CTR
SRR6468598	-3.62198792322168	-6.78348651035066	-5.04333766872633	-3.72600888344445	-9	-4.10919605287165	-3.1310797988559	-7.9335356285651	-3.86877922897467	-9	-3.88586195554269	-3.17563527216764	-6.24532030710087	-4.40313171047373	-4.53494891730012	-7.08710070931427	-3.28842895644211	CTR
SRR6468604	-3.68539008550758	-6.60788434033048	-4.6887407310506	-3.86497582484537	-9	-3.96931941178642	-3.16559405398237	-7.35720496760352	-3.63506284499579	-5.01425902875263	-3.75427609839307	-3.22713796225939	-6.23428981152598	-4.43133739214763	-4.66098578125783	-6.83611421324121	-3.29367573529717	CTR
SRR6468613	-3.54088164587151	-6.58936969619616	-4.65908898862647	-3.91115776348257	-9	-4.02225153256038	-3.18673543006973	-7.40069325883333	-3.59420005125017	-4.24927095379938	-3.77119476783591	-3.20622637297584	-6.21859696450886	-4.01696233143258	-4.3835339163743	-6.76424926420999	-3.39671052578553	CTR
SRR6468614	-3.6590311589248	-6.66698262680251	-4.94941979803417	-3.74081318290781	-9	-4.10630248478277	-3.07623746290843	-7.42853103790692	-3.72697533607437	-4.29796202462845	-3.79028306065272	-3.06479513257342	-6.33514756344394	-4.35202377428285	-4.56796023684108	-6.97816956218755	-3.30328461475069	CTR
SRR6468615	-3.71306205522422	-6.42254467710574	-4.63495100165948	-4.00607467726491	-9	-4.08465364179122	-3.26750989102833	-7.35735083378397	-3.6331142767854	-4.30353273260799	-3.72967601681749	-3.26324983121573	-6.21526941643699	-3.81498772467074	-4.70223634646442	-6.62870851949081	-3.32713310569342	CTR
SRR6468616	-3.75878985561791	-6.47542395101565	-4.607362220661	-3.97249508839865	-9	-4.11752786438062	-3.24492393394406	-7.34336316578108	-3.76600627307991	-4.29296279629147	-3.76441254876253	-3.23825177723124	-6.28946119477684	-4.38343076666397	-4.50549989404828	-7.01136597852067	-3.22335764583717	CTR
SRR6468617	-3.54610677039738	-6.67396873753322	-4.66680890867945	-3.78753948651147	-9	-3.97507195518041	-3.19485014657776	-7.39254895388817	-3.58596916825838	-4.12078194632148	-3.77722353983331	-3.19854758037908	-6.28848998212507	-4.3798853975925	-4.320443123405	-6.65801744320622	-3.31350047460023	CTR
SRR6468621	-3.51719003003086	-6.83367575677332	-4.76404030448972	-3.59868854470803	-9	-4.05970776519993	-3.10608384244839	-7.6733561620742	-3.68043943562986	-4.26399911295371	-3.84482849525981	-3.18659783614042	-6.36020600196132	-4.76476356579682	-4.65161773042492	-7.25714425423657	-3.30894062119366	CTR
SRR6468622	-3.44492061714172	-6.81463985618109	-5.10277362125935	-3.55826955938022	-9	-4.04265574064131	-3.0480917945708	-7.45178225944113	-3.53467763225431	-4.22979982817857	-3.85540749961205	-3.1377141395514	-6.26597738674903	-4.38526408922424	-4.56791510475119	-7.26639802143029	-3.43383012035455	CTR
SRR6468625	-3.6557878420928	-6.98729176332108	-4.97551679745176	-4.00318318352112	-9	-3.95004199047599	-3.16200898630192	-7.29397130792168	-3.54834727653689	-4.35923434924069	-3.67136906346856	-3.21972590339119	-6.24274580969069	-4.48707952508791	-4.622365445149	-6.96461361350745	-3.32901332338703	CTR
SRR6468626	-3.56226061217797	-6.72165400763664	-4.53258286540282	-3.77088034160402	-9	-3.913213388116	-3.17669012020088	-7.35114377214601	-3.62977213081812	-4.32223331795169	-3.86988269109232	-3.19622410904008	-6.24614243032601	-4.30743513272791	-4.45921078310626	-6.81534753283903	-3.3108688027655	CTR
SRR6468628	-3.59526480238823	-6.70417391135486	-4.66085487873645	-3.82082836605321	-9	-4.06639399555672	-3.26519464296703	-7.33955163048485	-3.61083858549877	-3.93557825552322	-3.77843869190909	-3.28367189214464	-6.20852258414338	-3.80783337332699	-4.40173409266425	-6.70763260252477	-3.46833590861748	CTR
SRR6468639	-3.43996463937223	-6.93562271365466	-4.10435128207233	-3.36407471986601	-9	-4.1141670269468	-3.06278713252007	-7.37120097068111	-3.73554234861433	-4.11914463107464	-3.86026988833477	-3.15656227330349	-6.19075574457131	-3.67546625929637	-4.41282176580119	-7.24189697109019	-3.50422539480668	CTR
SRR6468641	-3.71277656292545	-6.71193129860275	-4.74871400226642	-4.11665534497335	-9	-4.04489702570657	-3.26962042258269	-7.78200568533772	-3.81264291495537	-4.56329385099837	-3.94530975876849	-3.32003456519791	-6.2819666086624	-4.44670555396807	-4.81623549166958	-6.97328213765865	-3.31964000721061	CTR
SRR6468642	-3.78618665356907	-6.94140413851741	-4.87981265541081	-4.15669363667686	-9	-4.18848787234148	-3.5193223358228	-7.57978225366869	-3.86640848068236	-4.53828259462256	-4.07019740267041	-3.53229868277651	-6.42878118759187	-4.69143647702555	-4.80941876801563	-7.05930938368907	-3.7001812018446	CTR
SRR6468643	-3.7874514560153	-6.77983833309952	-4.47322465953153	-4.05061618125414	-9	-4.20411435460354	-3.3536834448434	-7.56338921155717	-3.82933554768105	-4.78612327377706	-4.05213453269267	-3.40765555511775	-6.28936711997761	-4.246746015772	-4.50998593660427	-6.82768304107252	-3.53370044652334	CTR
SRR6468644	-3.70905237856724	-6.73604462584329	-4.86201972946405	-3.90790338332502	-9	-3.99348812465634	-3.34080516826674	-7.32076356836226	-3.6916592905118	-4.61472397243279	-3.9069383964167	-3.36222917081198	-6.3120805558441	-4.32221971432289	-4.49390549492505	-6.70507041979475	-3.45384738962953	CTR
SRR6468646	-3.65636258278224	-6.89236235998632	-4.84126251495637	-4.00815368570082	-9	-4.05960619877592	-3.31354865140817	-7.60587034311294	-3.80024879125597	-4.99507693986377	-3.92910861764224	-3.33914969412078	-6.39084221584251	-4.75004434333222	-4.59467470282153	-7.00653176685628	-3.38771321815418	CTR
SRR6468647	-3.7112605570731	-6.71495338215385	-4.88215995477881	-3.75348146181552	-9	-4.05281543279411	-3.31020942243526	-7.37152741162969	-3.74344221221799	-4.9646352925126	-3.92427941974704	-3.33862087911532	-6.34323345260062	-4.42521338949977	-4.64957014485799	-7.04507655613466	-3.40125653523725	CTR
SRR6468648	-3.85802016453908	-6.71894996684556	-4.62939961916379	-4.03669474074615	-9	-4.19087575027888	-3.4205348766535	-7.33884295932531	-3.83940886178973	-5.18003925524037	-3.92391385727973	-3.44749726092616	-6.29656039829077	-3.85055069493102	-4.23138420767488	-6.65394110741803	-3.41532735535688	CTR
SRR6468649	-3.67439836988339	-6.68288786105487	-5.02347924683635	-4.1932655652984	-9	-4.1497369269728	-3.34097115318355	-7.54072071218708	-3.73768083951973	-4.50545938521454	-3.97742967669937	-3.35595353581214	-6.29761861294842	-4.18745208164477	-4.36911428383098	-6.96428546279392	-3.46686371172136	CTR
SRR6468650	-3.58411235590618	-6.98767713607569	-4.59284463586237	-3.84380645655999	-9	-4.02267161096804	-3.25580503207101	-7.57473656272155	-3.76918766697213	-4.67068544908508	-3.94796647514813	-3.30420584899362	-6.27365027039077	-4.16050843797691	-4.33840722927925	-7.06124752280649	-3.38914934263495	CTR
SRR6468656	-3.62639807041802	-6.61987774656999	-4.91524220666044	-4.13358823970771	-9	-3.94179784410916	-3.1714262740323	-7.48956622302127	-3.6373961322468	-4.25797085643218	-3.90056741435195	-3.19808545405857	-6.36688174601961	-4.75304081895025	-4.8676477124355	-7.00097980407637	-3.33935931333299	CTR
SRR6468657	-3.61350340626109	-6.47927996992299	-4.5705823838934	-3.84833539015414	-9	-4.01091277237065	-3.20371900090089	-7.38842007010072	-3.70134940447362	-3.82625894791399	-3.83914074140989	-3.22003718222564	-6.21670486704106	-3.94563382829918	-4.30080371195131	-6.79904653882737	-3.2257071734551	CTR
SRR6468659	-3.64017155425489	-6.62878670074083	-4.89955852764233	-3.91014103801365	-9	-4.30943852661222	-3.22564055343699	-7.48122646800209	-3.59773234045261	-4.25173329654535	-3.89561111705936	-3.230631537167	-6.29243483810392	-4.35875940272667	-4.70013133587034	-6.62832626904115	-3.45976064753539	CTR
SRR6468660	-3.63051007474877	-6.83465110083035	-4.77894482102482	-3.97255527012985	-9	-4.14062397724854	-3.21412066470687	-7.43768964649832	-3.63841742684721	-4.12126208451797	-3.90816989400079	-3.25481977201796	-6.25088210476303	-4.18902846069307	-4.86975606058487	-6.91587209289546	-3.31090345530341	CTR
SRR6468673	-3.43464430174631	-6.78716198612541	-4.70891997567646	-3.75497248042223	-9	-3.93055572175853	-3.10627480596928	-7.5622291990724	-3.70198860830745	-4.69235009038539	-3.76656058416184	-3.15041476282915	-6.17804612253784	-3.92234961224819	-4.16662798330408	-7.14210651115619	-3.22847278074023	CTR
SRR6468674	-3.57553423521766	-6.8601345969058	-4.94110156111251	-3.83824438276266	-9	-4.3653616106603	-3.12330804802019	-7.29892257833099	-3.64354965646558	-4.90128542895913	-3.9006373092809	-3.164190885464	-6.22941793170055	-4.26465002743803	-4.68796590795058	-6.92626695949374	-3.36605912746226	CTR
SRR6468678	-3.42564343178658	-6.84858029969206	-5.05034978953039	-3.92021705772972	-9	-3.94016201027991	-3.14802741366901	-7.54779955120426	-3.65323444266456	-4.55597590302815	-3.84639767531492	-3.18761613712916	-6.18511017687292	-3.88683960911944	-4.58358238109676	-6.97608036097622	-3.38816415103748	CTR
SRR6468679	-3.52788451030546	-6.65614948014163	-4.65809284681191	-3.77543665264019	-9	-3.9375286401885	-3.19879009027873	-7.39437377288511	-3.62735047530156	-4.50338371313651	-3.84243623706786	-3.21659528863286	-6.22163808216748	-3.87548534191958	-4.07408906867828	-6.80314397486453	-3.29613281109147	CTR
SRR6468680	-3.54726971737958	-6.80194742373199	-4.64063038973505	-3.60349390607186	-9	-3.84938865957936	-3.12433417812241	-7.31591750225873	-3.55641125225573	-4.22716679132134	-3.8407795361321	-3.16948510990837	-6.20138662095513	-4.19302156627824	-4.56319672748508	-6.96025019402611	-3.35650389623695	CTR
SRR6468681	-3.52604747171971	-6.94794260154727	-3.95661324694769	-3.47456103733062	-9	-3.98722953056396	-3.17111755816229	-7.42450712652858	-3.64639998684965	-3.7176224909837	-3.97945144839406	-3.20450441651214	-6.22107961539855	-3.89645809673765	-4.26797807127077	-7.0517476386562	-3.44715907365023	CTR
SRR6468686	-3.70230080464973	-6.65481201761555	-4.83946533130184	-4.11503354188637	-9	-3.99707043857089	-3.19369037431574	-7.60617314273319	-3.69532507494271	-4.69597496720697	-3.86454851699192	-3.11998029175113	-6.22479183657611	-4.24017400019578	-4.27434053195509	-6.945861285856	-3.39236914992557	CTR
SRR6468687	-3.61973915860656	-6.65083965839184	-4.71483978335546	-3.78770879316599	-9	-4.00883211809264	-3.09744126870495	-7.40712255770431	-3.57038690312998	-4.2197557021734	-3.84623562383968	-3.07278983184312	-6.23267994839939	-4.19357118707158	-4.38490907312262	-6.83746599865976	-3.43122233747632	CTR
SRR6468689	-3.66745151227638	-6.53983213815585	-4.69514139046409	-3.72980643499413	-9	-4.00613200246298	-3.21948046979952	-7.29791936409503	-3.61269479128585	-4.32684862096157	-3.73761565475305	-3.2217966374052	-6.2580791474815	-4.17632448060615	-4.70048167083819	-6.72851947748355	-3.37894425686483	CTR
SRR6468695	-3.71930877480179	-6.58683202547012	-4.6368771298963	-3.91684227219716	-9	-4.22610406802384	-3.28019140981079	-7.42479384459102	-3.66932369742259	-4.08013941837324	-4.02711242527082	-3.3188573948623	-6.24388313227385	-3.95041664680095	-4.55531681675301	-6.56019375995553	-3.40344688578853	CTR
SRR6468706	-3.60500278079711	-6.70054458821052	-4.71583043248097	-3.88952878964489	-9	-4.02795200833767	-3.19751276820439	-7.32590671031563	-3.55283642087067	-4.11150327322801	-3.82944601862559	-3.20186957656994	-6.26038341315298	-4.2211716225499	-4.32411541480638	-6.46959444010433	-3.42377271027153	CTR
SRR6468709	-3.52876916546041	-6.85212191534521	-4.53400610596881	-3.98261966898639	-9	-4.03970145290238	-3.16267816325626	-7.35737698224966	-3.57208914140492	-4.0887094331792	-3.87120508864083	-3.1928209416045	-6.21669835447564	-4.02939509618401	-4.22223457739415	-6.56429556166331	-3.39677765631792	CTR
GF06	-3.82214827828318	-4.5151066372044	-3.72980822403722	-3.61846317314599	-3.81735427992008	-3.82954876760767	-3.50062907435822	-3.79580787546579	-3.71175027187094	-3.71524127183313	-3.98021103620493	-3.52024479069568	-3.84183093936732	-3.63740932365403	-3.81702617314611	-6.52536087658395	-3.56375304756173	CTR
VF00TL	-3.66721347954854	-4.46275368623961	-4.4666403845222	-3.92371085070274	-6.87716180591073	-3.75542857121935	-3.47310461575681	-4.32258631177013	-3.69158250018542	-4.56088049581746	-3.6474529900881	-3.3576274926635	-4.22768273428638	-4.0206513954666	-4.3216775760858	-6.79567145261002	-3.36986107267517	CTR
VF06	-3.97126293555962	-4.31743196247293	-4.33678993892133	-4.13469237270945	-4.19420699188539	-3.74594242193124	-3.42151855318672	-4.59519914109493	-3.61861697412863	-3.78791318648255	-3.86928745991823	-3.37659149747917	-3.89206563393204	-3.89674325682363	-4.12980484414054	-6.6839941833176	-3.52126760963182	CTR
VF10	-3.79173122234769	-4.24340014448507	-5.0930124435612	-4.46619040123964	-4.00805881380239	-3.92432016285601	-3.44248789756125	-3.99021051114876	-3.79776795673313	-4.97072653508101	-3.87825887062582	-3.20023983532861	-3.83287243847994	-4.10371220498598	-4.26503120049236	-6.89193288996302	-3.12027407623309	CTR
VF140	-3.74581893480753	-4.13137084694769	-4.6783027384409	-4.07655278223107	-5.49435086998315	-3.88450292683295	-3.30260727087952	-4.11289143826625	-3.78888425853559	-3.84876215062258	-4.0365092368688	-3.19729604099988	-4.07095812741815	-4.26034647384167	-4.50301599649034	-7.2228226642826	-3.17550514004571	CTR
VF170	-3.71052994972038	-4.02892059763663	-4.59240739051342	-3.99895539888491	-5.62745988283994	-3.79204393901613	-3.24999002718782	-4.19281620241132	-3.67763322571531	-4.33423955435028	-3.67929499373049	-3.20422839608917	-4.12479810762838	-4.12896663063038	-4.43505587946762	-6.67520212673621	-3.22129465395032	CTR
VF171	-3.94055390862701	-4.5518201329805	-4.48879364093699	-3.83299010947642	-5.09535368775334	-3.97387906487785	-3.45460121413324	-4.40476701496369	-3.75572230028987	-4.28036984866839	-3.98254677772076	-3.4396700544927	-4.46448889654821	-4.02924400437004	-4.42206516544717	-6.43500207376543	-3.51293519203379	CTR
VF18	-4.1473137602818	-4.47834911798855	-4.8574598970273	-4.3732874905749	-6.20439941074039	-4.05034382646574	-3.50068806269736	-4.39296167012191	-3.65345748023305	-3.99346636978475	-3.93732346816459	-3.1631861547899	-4.23942839195001	-4.14106060988573	-4.84623519563281	-6.85797535516655	-3.55735250336618	CTR
VF189	-3.79704294127581	-4.01760259549764	-4.80182003690761	-4.13371769549813	-5.72790068017036	-3.74187595758402	-3.40124641340958	-4.37890789825393	-3.68776746395063	-4.01230847228085	-3.83620428316789	-3.21996222433559	-4.03888727100274	-4.47560265899198	-4.34332550345587	-6.8353152999497	-3.25787056677571	CTR
VF206	-3.79764774530936	-5.0478215092253	-5.57117025114521	-3.67618458799502	-9	-4.15366474363851	-3.34662269273087	-4.50554421045043	-3.72070871322552	-3.88173272053152	-3.94730112480777	-3.34582153220843	-5.1221087270148	-3.58689256806793	-4.08333566611318	-7.04585133989296	-3.63616998757508	CTR
VF212	-3.69114318400808	-4.44703509550572	-5.01671332466637	-4.08376826770753	-4.51330180055802	-3.68144985854732	-3.4255673201243	-4.31787507048896	-3.63241897569223	-4.43432505803231	-3.9020638149323	-3.24658471688164	-4.09701463047683	-4.52613922477644	-4.78140134133495	-6.91516865983607	-3.26383465170511	CTR
VF255	-3.55388343796687	-4.27884795392052	-4.45810864211885	-3.89904365394762	-5.74525137687	-3.70716893560331	-3.30224287614278	-4.14718014244024	-3.66255459778218	-4.10057820796124	-3.81854428541138	-3.28522024926043	-4.02465708375864	-3.89693664319335	-4.23293183550289	-6.47904520866153	-3.35776406387884	CTR
VF259	-4.10563457134198	-3.99717014556522	-4.19713388060181	-3.81452860158139	-5.0495781847245	-3.91893693127094	-3.4086116490168	-3.84919816278785	-3.66865010393805	-4.06316875272168	-3.92287904760446	-3.27892509426929	-3.88740012902456	-3.66065165531925	-4.01031765170538	-6.37807559914626	-3.6443129098028	CTR
VF261	-3.89473556917697	-4.30116222493602	-4.28384699796214	-3.95147663538187	-5.30421197378447	-3.93023183355458	-3.32430025712421	-5.73876305693066	-3.58464368566386	-3.86659291195219	-4.09713130843326	-3.12094026540209	-5.03343833679587	-4.00970003197978	-4.19631975380873	-6.60848258185444	-3.57081315509529	CTR
VF262	-3.64990484970309	-4.45995312609824	-4.97858186548638	-4.04435905061788	-9	-3.79430537712935	-3.21175161033875	-4.20487164887519	-3.68496046095953	-4.36993235269932	-3.80860692074608	-3.2452328638608	-4.22538484629777	-3.74531527043611	-4.06574216385389	-6.25999293339819	-3.36332659020465	CTR
VF263	-3.63762259256988	-4.44115632757737	-4.91696104872161	-4.04307339779644	-9	-3.78315468979818	-3.22640022132093	-4.23378932710369	-3.66348803085749	-4.34744436747165	-3.80386813433529	-3.23414897560616	-4.32392974103163	-3.79474344848716	-4.08258040054825	-6.27796510471766	-3.35705396680583	CTR
VF265	-3.7081641398572	-4.26046018065547	-4.60229386857479	-3.97480533108163	-5.84916990513099	-3.81511043379157	-3.35641132297824	-4.04992638279428	-3.62326527675643	-3.83008363132855	-3.69275906417672	-3.25978499573752	-4.19911785649262	-3.99490823771568	-4.22320980222834	-6.62260993916654	-3.26890946853028	CTR
VF279	-4.99329055862704	-4.51686294993759	-4.9228385946087	-4.31746259706019	-6.76447407806771	-4.1864496063601	-3.65338936010992	-4.66304513114156	-3.62770556154028	-4.50212931146185	-4.00594622441284	-3.22196168086335	-4.65750192132896	-3.79918796562915	-6.53576360376645	-6.51599938915688	-3.59897532101171	CTR
VF28	-3.69079317909827	-3.97271182321238	-4.79714867753939	-4.08062480005612	-4.39379174218556	-3.64843475675883	-3.22800016068091	-4.08829985815273	-3.52289239178214	-4.12304845468592	-3.73319585258679	-3.14527687139796	-3.85773138413813	-4.32426410955271	-4.62631595747484	-6.61178925518178	-3.19268149666798	CTR
VF31	-3.73131706351487	-4.19151784523601	-4.79816983557515	-4.26131591425384	-4.57205322487339	-3.71826142232119	-3.38674967260016	-4.27366887486805	-3.746059905339	-3.94686418902112	-3.78561776495087	-3.27030481997482	-3.91686517633527	-4.15140885169327	-4.14683549590378	-6.69394199352831	-3.34819688480667	CTR
VF40	-3.85733520228517	-4.00208470799922	-4.8332797133987	-4.22914127926675	-9	-3.85229249948372	-3.36757998019684	-4.02326668573278	-3.72081877286275	-3.91028543075284	-4.02149039954424	-3.2698365098806	-5.08883145548027	-4.21057449355823	-4.77879316439044	-6.80258423882928	-3.25561234317505	CTR
VF43	-4.02323221345824	-4.22875980736345	-4.13920907265163	-3.99385886832378	-4.77008277603378	-3.84969861832498	-3.50428338522911	-4.20647127355258	-3.74293570702477	-3.91338094397465	-3.94077367726049	-3.12246222567148	-3.92536392275978	-3.89082882079412	-4.1909302407807	-6.75124491831794	-3.46304153429815	CTR
VF82	-4.294808719778	-4.21594047097686	-5.21623610599995	-4.41271013064587	-4.70514154280048	-3.94787675132777	-3.24372546919148	-3.98282851169917	-3.65745438853617	-4.52925208995527	-3.81383647844952	-2.83991551053486	-4.08875998121281	-3.91176844168316	-5.10964781257959	-6.55963120795223	-3.30190902810799	CTR
VF84	-3.64230163084913	-4.15260382528035	-4.62265616895314	-4.04360768155607	-5.24497170023291	-3.75346156134197	-3.34170471573057	-4.21758162851224	-3.56591401156699	-4.31945838289952	-3.66978833535139	-3.29104399810177	-4.07129449069212	-4.32589044556994	-4.35540956990678	-6.89939432570642	-3.28454404519818	CTR
SRR2145359	-4.01817963383617	-6.96584768654886	-5.03632246897437	-4.57031022920395	-9	-4.43378619226701	-3.50583849640846	-7.48829270416662	-3.9163184668806	-4.4083102604275	-4.79039178086984	-3.1862682686976	-6.39755661939228	-4.4184158902942	-4.72163367084487	-9	-3.6388957295997	CTR
SRR2145360	-4.01946726658162	-6.81969856032996	-5.18744179467681	-4.07192506836269	-9	-4.37044413559328	-3.54048052116691	-7.58130505310533	-4.15687634191222	-5.14398882744947	-4.88370168222457	-3.49605822508583	-6.51042019611606	-4.87815384031029	-5.38194248117693	-9	-3.39586146282983	CTR
SRR2145361	-3.90493131737446	-6.78507220285955	-4.6220922595466	-4.24179836064536	-9	-4.23743084845937	-3.55961696461348	-7.24649102680647	-3.68949384358006	-3.71911644057406	-4.53886222623077	-3.43638840855221	-6.2775841344676	-3.72800306181456	-4.14059184636087	-9	-3.7498411408491	CTR
SRR2145362	-3.7048575211011	-6.6263034192154	-5.15491519727731	-4.29820498022637	-9	-4.19643663161521	-3.39790944129102	-7.32423446931099	-3.69368363776598	-9	-4.66168191138423	-3.42768265096895	-6.21980497601409	-3.5754948364047	-4.97003213679573	-9	-3.55398971115698	CTR
SRR2145363	-4.07175625456105	-6.47782421119298	-4.93680904394153	-4.24508328718107	-9	-4.18294554639019	-3.5915394108684	-7.33628057757298	-3.90854265437345	-4.30486496886933	-4.70242982578916	-3.41934640065992	-6.36688304442334	-4.01209427541592	-4.29060251189147	-9	-3.43461859016503	CTR
SRR2145364	-3.75747694447778	-6.60846075317388	-5.17809637260697	-4.14292404067946	-9	-4.21239429530879	-3.26128715573154	-7.33848984544832	-3.63860556059754	-4.056023922166	-4.56093180422917	-3.19672729379679	-6.29057924404053	-4.31501181555933	-4.59890813745835	-9	-3.43183701203316	CTR
SRR2145365	-4.44435271939046	-6.98563509278749	-5.94969492289036	-4.32417469339839	-9	-4.60184454254073	-3.87016761255096	-7.49281973445586	-4.23799580746557	-4.49513145952312	-5.1888375958561	-3.77291838537655	-6.50706259637335	-4.59341294549068	-5.61852279770467	-9	-3.43662928214418	CTR
SRR2145366	-3.79332188322855	-6.61641724151828	-4.79362550831362	-3.92540009678091	-9	-4.03150090016613	-3.34200050936608	-7.47082437203138	-3.69222682063066	-4.6654842133598	-4.73484645491839	-3.30910075520098	-6.33519629774759	-4.61973509678091	-4.73316910179213	-9	-3.33911366119016	CTR
SRR2145368	-4.07976768878325	-6.98216108220915	-4.80247467253454	-4.43119437806357	-9	-4.1891043871578	-3.60439570128681	-7.3747870731913	-3.79454071986607	-4.19376491740405	-4.7648122450458	-3.45391160916414	-6.34593235431005	-4.04342921820788	-4.56712501930428	-9	-3.70856454507288	CTR
SRR2145369	-4.11379315413527	-6.96378497491813	-5.14226152923275	-4.01482997556174	-9	-5.14281713111559	-3.47046339954336	-7.16753667417605	-3.77764543917229	-3.79500715350807	-4.96401785650407	-3.43186166407772	-6.22277127867849	-4.10473101250647	-5.21698245443529	-9	-3.60312096477844	CTR
SRR2145370	-3.99594690061645	-6.9028746837017	-4.96315261997703	-4.30078310301328	-9	-4.37700446394868	-3.27068242539947	-7.51853877889033	-4.01185301050871	-3.62971956646398	-4.69409122716487	-3.00983258770789	-6.3077057118166	-4.34985977901803	-5.20058730713756	-9	-3.37352720839981	CTR
SRR2145371	-3.82523918866808	-6.67650716834948	-4.7739234980863	-4.21079602701346	-9	-4.24783824209696	-3.40334482877102	-7.39097517560196	-3.75083699538207	-3.72699079319207	-4.80309068272138	-3.37281240460924	-6.38808173236283	-4.44052273828113	-4.75983393246611	-9	-3.62543127281334	CTR
SRR2145372	-3.85088819794726	-7.03256476393459	-5.19204521029317	-4.31755561043251	-9	-4.27417608990778	-3.4462675603944	-7.44489797676177	-3.72551379070548	-4.20838861378253	-4.68402040985243	-3.3509651612628	-6.31772466241134	-4.19810497259365	-4.33301330894136	-9	-3.60244407744105	CTR
SRR2145373	-3.93853201850982	-6.64152362903875	-4.46186857894663	-4.04447141526811	-9	-4.16423731523899	-3.45828563360645	-7.30348270570452	-3.72812760753501	-4.4151214600475	-4.62891862309198	-3.34682609189444	-6.2928907314108	-4.20910800459853	-4.40624743686017	-9	-3.50158191993663	CTR
SRR2145374	-3.86952267614932	-7.44678555260329	-5.42600708157582	-4.25091515277004	-9	-4.41186354073708	-3.54405062164224	-7.37443013050979	-3.77241243686418	-3.80639354643716	-4.60806718215396	-3.46824143627095	-6.3303850261381	-4.1623489452664	-4.42511727827505	-9	-3.86974022872037	CTR
SRR2145375	-5.15624647988057	-6.63896164291834	-5.13403962989904	-4.31057182283982	-9	-4.9285794535027	-3.8169673409655	-7.22852903071986	-3.69351582098267	-4.21194242417008	-4.6041572001523	-3.32785501904947	-6.26685692206061	-3.71688601554618	-9	-9	-3.6474373993097	CTR
SRR2145376	-4.47307685738366	-7.08570484962724	-4.92452852025558	-4.4670083523194	-9	-4.52978418401179	-3.90367537202371	-7.23498772428426	-3.76115197356377	-4.19162811209466	-4.63327561835826	-3.24231934346425	-6.24959500523323	-3.74585736128638	-5.02051031601617	-9	-4.04511135522465	CTR
SRR2145377	-3.8472889271663	-6.60775946801571	-4.78703897457056	-4.16947720904578	-9	-4.20529736671363	-3.47591677685323	-7.41508780652512	-3.69305467209798	-4.14529669662975	-4.50124694316453	-3.31745422132319	-6.28916161896542	-4.36186675975198	-4.46400012993136	-9	-3.3400876012114	CTR
