Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
ERR1018240	-3.57828247820846	-5.00851841388727	-4.05670336915115	-3.78649555208081	-5.09590036712156	-3.58803101977627	-3.35261195455752	-3.89141991707397	-3.59985331435591	-3.67650552151206	-3.69447804440493	-3.36239620811499	-3.93932642027776	-3.88134998604163	-3.93282131487461	-6.63565108288575	-3.47587271731471	CTR
ERR1018242	-3.57780740807635	-5.25118728801699	-3.50786973492857	-3.45857694755073	-3.73443460690949	-3.5747310545382	-3.44452338144743	-3.97801547225726	-3.6176943420508	-3.4603468211383	-3.68031916030785	-3.47700574774922	-3.6221493556074	-3.56799681105393	-3.67857975425161	-6.85174967319413	-3.75073313958649	CTR
ERR1018243	-3.97421922072423	-6.8313312789617	-4.07807531466439	-4.07272311364705	-5.30858694317185	-3.68320644013213	-3.41059516906696	-4.8248595959953	-3.36714713356246	-3.89328015421398	-3.58902318675239	-3.21533136524165	-4.15400009713328	-3.60390699252705	-4.01047887547726	-6.89685967864691	-3.87026178395199	CTR
ERR1018244	-3.72734405491765	-4.68696352549832	-4.03119339540228	-3.79314070681102	-5.05149167597041	-3.6182924244639	-3.30284480855061	-3.86143573824626	-3.46486530614085	-3.5986364831676	-3.64905318002778	-3.31344148177103	-3.84326112538097	-3.81827988721491	-3.80393871169437	-6.53549756434816	-3.59198572287431	CTR
ERR1018245	-3.42415303324069	-4.61288120123983	-3.72013163462844	-3.53359524696064	-4.24134391730755	-3.48729669336231	-3.28847585007778	-3.92078297132273	-3.61413163090442	-3.54288811892003	-3.72490644770906	-3.3038752384921	-3.81370814967679	-3.57222910632315	-3.88879377877031	-6.97870633777026	-3.40954271611906	CTR
ERR1018246	-3.37183902289324	-4.50975143803873	-3.98202420345642	-3.52016833511274	-4.65755165708024	-3.54365561191587	-3.20816558772884	-4.03209870565567	-3.51998181723265	-3.5480833068202	-3.72464776878213	-3.25066106789504	-3.7950841690228	-3.7934339349634	-4.02606817682236	-6.75510159064598	-3.42933332716771	CTR
ERR1018247	-3.64511418131338	-4.57224785834169	-3.50262044252215	-3.50013576158639	-3.78719469814891	-3.69724620960515	-3.53575222628463	-3.74136074221388	-3.70587009607977	-3.54933161844738	-3.68204697188842	-3.57918971428945	-3.8192781005051	-3.51558645608496	-3.72500631969109	-7.00611973472255	-3.70511291058919	CTR
ERR1018248	-3.63311661903106	-4.6670282783606	-3.89007511117789	-3.68439480858912	-4.29774614704669	-3.67696763847945	-3.42838695223937	-3.86983321055975	-3.74900389338048	-3.64964821342682	-3.91623950535745	-3.46417694535506	-3.78070821909739	-3.59998013555973	-3.9789700995834	-6.35408589322499	-3.23570727407217	CTR
ERR1018249	-3.63502290168146	-5.12014892656759	-4.03436289938658	-3.71219445392345	-5.75346449097137	-3.58633997430395	-3.2627154332977	-3.99865198964378	-3.54737402163487	-3.51164317544188	-3.68744103848362	-3.23874967823831	-3.93485883686967	-3.96292762395845	-4.22831703989323	-6.85805553101197	-3.48062359229086	CTR
ERR1018250	-3.28726221835882	-4.95798263755377	-3.85157634550241	-3.46031241893071	-5.36617516521161	-3.40316378807773	-3.15063348641403	-3.99848313686968	-3.44388792371784	-3.59415784191748	-3.57556871222017	-3.27177449585277	-3.86696488877923	-3.69775073061305	-3.86058094424485	-6.5297975456421	-3.40720833504972	CTR
ERR1018251	-3.56531169883248	-4.58405605362745	-4.01822223415233	-3.82301584879692	-4.63001274899113	-3.59088622060716	-3.35135941735688	-3.87234711484167	-3.56273303013026	-3.61933679095764	-3.66093613484045	-3.35488341645089	-3.65731224865574	-3.66329822365633	-3.79312696093307	-6.64818324051818	-3.47463898615409	CTR
ERR1018252	-3.3156617298009	-4.91203753730973	-3.90295589943549	-3.54379623746615	-5.1452604875181	-3.47694504351442	-3.1499490823779	-4.24578934946399	-3.58735945767291	-4.01834635313967	-3.52701352235743	-3.19243859035738	-3.8209216059069	-3.64815779019443	-3.9628667885463	-6.38814562359249	-3.28854118955898	CTR
ERR1018253	-3.50388184271332	-4.78325736711523	-3.61188252243389	-3.58839648144607	-4.64382302696837	-3.50315145354264	-3.30568885650017	-3.95585468126525	-3.6177329593132	-3.99257684141717	-3.64470980797191	-3.2789358257123	-3.76562825077894	-3.41720558532624	-3.72660978910308	-6.62487697906486	-3.39298592903986	CTR
ERR1018254	-3.38922781266082	-4.50186052082508	-3.78772065578191	-3.52534354083978	-5.42481908535873	-3.37318572472675	-3.13292837514152	-3.81452931466385	-3.45383651407794	-3.83381168971269	-3.63482082796801	-3.1227133325293	-3.75297943654366	-3.42706834656186	-4.12216484544026	-7.01558277764539	-3.2628694037961	CTR
ERR1018255	-3.65734671820868	-4.76860965547098	-3.91942141485759	-3.7411243165995	-4.5451383780718	-3.62947408629722	-3.41200447468737	-3.8773887640739	-3.55472329269837	-3.65145174779963	-3.65153514821295	-3.43368627284855	-3.8654456052788	-3.72058535689299	-3.8722427221574	-6.84013891278356	-3.5463193892871	CTR
ERR1018256	-3.48706382934528	-4.76590618024261	-3.86815423106485	-3.60615371070388	-5.44955883363053	-3.47946953582146	-3.18099185760088	-3.99419322656816	-3.5241826120086	-3.45406855032609	-3.64723449591335	-3.18732189422718	-3.77012583337487	-3.69045240776752	-3.88811208860792	-6.56973577232409	-3.3848403891583	CTR
ERR1018257	-3.49379297003971	-4.97173552200969	-3.92048264621424	-3.64018288063098	-4.51473013383142	-3.65017786283997	-3.31068808540233	-4.15345825998773	-3.67299967171145	-3.70875044832159	-3.82506327134798	-3.37136691181554	-3.88740347020636	-3.69104462640152	-4.10520050528409	-6.34014827295948	-3.34321973414623	CTR
ERR1018258	-3.52785964316356	-4.46457418192828	-3.74044493851508	-3.63713795500116	-5.40702092812067	-3.48352962639578	-3.23772240618606	-4.02245340702062	-3.43458523245372	-3.61744024098668	-3.56398213292581	-3.27051123082044	-3.59861195718094	-3.34008416057702	-3.61035161355294	-6.32777930037919	-3.50739883491932	CTR
ERR1018259	-3.51999060683006	-4.6016562117783	-3.90236200919653	-3.65540680157234	-4.50775380711496	-3.56078858038337	-3.33827643633816	-3.86845008488365	-3.58100012110247	-3.62166683531536	-3.72375271345578	-3.38338587009344	-3.73807440846769	-3.72452466048662	-3.81804539252165	-6.69395419404825	-3.52649259302891	CTR
ERR1018260	-3.55088557697252	-5.35288546561441	-4.47018416869133	-3.71200161148852	-5.60587240974337	-3.60895855078818	-3.24398443646144	-3.99203954626364	-3.36240868770018	-3.66903607180272	-3.6071671289678	-3.22130116011014	-3.8614528813987	-3.62408965128752	-3.76655091408892	-6.57945641558772	-3.71999332606065	CTR
ERR1018261	-3.4587227490958	-4.75824421081092	-3.86057309485298	-3.54706577303936	-5.24127200290509	-3.56195323638516	-3.19791078924654	-4.31975023064171	-3.52570959822146	-3.72781587783376	-3.76379320826729	-3.25277080510423	-3.93027541853312	-3.71958099474274	-4.10578689098538	-6.72001977007089	-3.49160631393629	CTR
ERR1018262	-3.52325185711944	-4.70263504187201	-3.77562066998806	-3.53719448242008	-5.46022156505477	-3.50840140714237	-3.28583801802886	-3.9355110395622	-3.61792119195301	-3.58330399055732	-3.64484307233217	-3.35555845615798	-3.75706040954411	-3.80399455402786	-4.01140694515138	-6.85319278062154	-3.36399882622399	CTR
ERR1018263	-3.41679488491776	-5.32184148627085	-3.85503699704956	-3.5671425699887	-4.92446398734586	-3.49349605394316	-3.23061685042828	-4.00666468172413	-3.52592288385003	-3.52361001561709	-3.54784955194377	-3.28504858788495	-3.6917080608492	-3.62803184330818	-3.99046954566201	-7.04871329383668	-3.49400126302152	CTR
ERR1018264	-3.49969991857787	-4.78156652303441	-3.42381626712999	-3.4104824200358	-3.70614044601795	-3.59440352891353	-3.4598592307352	-3.84342244650947	-3.628437304007	-3.47485206137049	-3.71589638663476	-3.52194601447096	-3.63911158641678	-3.46436656480337	-3.613118655569	-6.99513011861542	-3.65375463435958	CTR
ERR1018265	-3.77796275151934	-4.78646317308737	-4.18907477667558	-3.9682887274104	-4.93287704662753	-3.59653847412045	-3.31418264774806	-3.79977275892029	-3.46866205197431	-3.59506530671569	-3.69844909828565	-3.33593182245446	-3.87084140725763	-3.88428606980517	-3.87889164552292	-6.66281839641225	-3.4259247259944	CTR
ERR1018266	-3.63372973398938	-4.38881202360155	-4.18439011726102	-3.86609099686493	-6.69660736618995	-3.59863466948638	-3.28677167935735	-3.91081632459193	-3.46957910220903	-3.63544094140048	-3.69806446454774	-3.29597309443654	-3.95377058423556	-4.02134250908491	-3.83769512567266	-6.85621669499754	-3.34913223901082	CTR
ERR1018267	-3.73285847153125	-4.40262266996495	-4.04039383943593	-3.77263992553983	-4.8016068683709	-3.68199575968104	-3.36440287861799	-3.9343669646149	-3.6356439205727	-3.55794137409094	-3.67615226965115	-3.2839073011167	-3.87012818300407	-3.88714579288035	-4.01023510486401	-6.52047978108666	-3.27368854373072	CTR
ERR1018268	-3.61407901371613	-4.24113228379958	-4.16990856290384	-3.72078770076922	-9	-3.69466728825697	-3.31005032365433	-4.06671101432963	-3.54078106368202	-3.62677714650664	-3.7314971366465	-3.26435719407185	-4.01724654013507	-4.15776495122675	-4.0875383478369	-6.78196958876049	-3.34999279767303	CTR
ERR1018269	-3.6196692241551	-5.00072655865653	-4.24233155035128	-3.87766455286017	-6.07871107286468	-3.61274829479499	-3.31237324901236	-4.05989315998008	-3.48902420573956	-3.61973005161008	-3.66651443970764	-3.3279603599074	-4.04681212483233	-3.90631513241891	-3.90833658078744	-6.5006060342621	-3.47869712496005	CTR
ERR1018270	-3.54497842771551	-4.8155574559242	-4.30692192119557	-3.67340258187014	-6.31986399960032	-3.5826972909598	-3.17519363847639	-4.0938355002411	-3.37370911932482	-3.47024015870613	-3.64830218028066	-3.18700513727241	-3.88340905640657	-3.88959897967656	-3.83722395412013	-6.66794755715693	-3.48290179629466	CTR
ERR1018271	-3.58204480664646	-4.88392150232556	-3.54084903097027	-3.51538073145844	-3.59185674383573	-3.69209754527583	-3.52968493216782	-3.79007989328596	-3.69190133821543	-3.49167272372365	-3.6545010146614	-3.53930507576637	-3.8432927027875	-3.54217266499444	-3.67683801599895	-6.87921804410435	-3.73105013554505	CTR
ERR1018272	-3.71526818333694	-4.50423416961249	-4.16236864021807	-3.84344541239516	-5.31318683198127	-3.59368402276159	-3.36837619345816	-3.89279494778836	-3.57274584910385	-3.58343425199116	-3.69910660232879	-3.32810177859724	-3.9031700299541	-3.94567028421381	-3.91079357949222	-6.56942433897276	-3.34088089590655	CTR
ERR1018273	-3.69534368835829	-4.47582862325922	-4.29750441849178	-3.81585883739955	-5.19184441497386	-3.70616412119642	-3.29732917848726	-4.17356753373101	-3.64517213081901	-3.73475582449625	-3.73301170729625	-3.28365019419472	-3.99815688813482	-3.9624584764613	-4.1565375276976	-6.63557485074842	-3.29530481102828	CTR
ERR1018274	-3.53776389289939	-4.77643904504536	-4.05164050320002	-3.606896328404	-6.1272699050779	-3.57980935913781	-3.26000530359429	-3.88969375411005	-3.46039940830034	-3.79209496061154	-3.70591216461885	-3.23722243741603	-3.7899769685516	-3.89284456977359	-4.04395986582063	-6.64180715575127	-3.38061132429685	CTR
ERR1018275	-3.68791665984626	-4.70117642090174	-4.33437501847468	-3.92424825957978	-5.70848019406488	-3.76069269241421	-3.40790590346077	-4.20064844029454	-3.70106742291727	-3.88265192460588	-3.79730905570203	-3.40435279339736	-4.11342253017014	-4.17904262271883	-4.09684846807434	-6.49618797904597	-3.39765346886172	CTR
ERR1018276	-3.54012258962267	-4.79980654655234	-3.94790424685735	-3.60384442563435	-9	-3.59245035480248	-3.23652688506906	-3.94954364487639	-3.38615187546471	-3.50308599221199	-3.65184585359008	-3.26262047589186	-3.96336369020579	-4.07836010033374	-3.82266374332383	-6.67405294008223	-3.47849971926533	CTR
ERR1018277	-3.41175594047805	-4.44271167724423	-4.08021484479704	-3.33604370998706	-5.9132950068123	-3.50264165359133	-3.1712656134734	-3.97280183195417	-3.53337579916151	-3.4333007034026	-3.46567770653261	-3.31413023055824	-3.61276003331762	-3.610491844163	-3.90130511910984	-6.82897133749641	-3.49801832851122	CTR
ERR1018278	-3.54723207230282	-5.00941462034433	-3.84034702563303	-3.55310468439799	-4.23682142297896	-3.60814045213755	-3.37000749568654	-4.08356719143121	-3.59354875418602	-3.49719498808426	-3.67677291479936	-3.44683694586618	-3.80867563312057	-3.64570719597717	-3.77942838007039	-6.60437263368699	-3.6507127568805	CTR
ERR1018308	-3.49649974338192	-4.78246903911502	-4.16293953851175	-3.42301952858696	-5.73037265993779	-3.57856995916688	-3.22215724417665	-4.44530798766749	-3.5871340684928	-4.03090891328171	-3.78794793101495	-3.26357401451162	-4.11658735882901	-4.472868199701	-4.63325351899758	-7.2438239270395	-3.2636632671317	CTR
ERR1018309	-3.48904712095891	-4.87673878081559	-3.85500584565361	-3.59157257115852	-4.18993625769792	-3.43503743573143	-3.12484702316231	-3.90389390275571	-3.53329457210456	-3.71394545864773	-3.63140519040907	-3.14751085699712	-3.73285974032453	-3.66149021337006	-4.18683044300751	-9	-3.21728163183013	CTR
MH0002	-4.43341811698448	-9	-9	-6.18133270168177	-9	-4.67142693609927	-3.25810885704499	-7.41751489571772	-3.68994923334982	-9	-5.42481259019049	-3.27119105619603	-6.36121117406655	-4.54975844091329	-9	-9	-3.34086661521214	CTR
MH0003	-4.47221160051107	-9	-9	-6.26357644967172	-9	-4.64947548778822	-3.41705314497814	-7.39244634690806	-3.69362319101242	-9	-5.23028640689323	-3.38956129839587	-6.26840670411685	-3.99704469043313	-9	-9	-3.41515448653979	CTR
MH0006	-4.63823566479208	-9	-9	-6.20299443397329	-9	-4.88976182319045	-3.29137358367239	-7.58377763590548	-3.93438857826806	-9	-5.50913113806341	-3.28342076299364	-6.42139820613439	-4.63643372645763	-9	-9	-3.40087269011485	CTR
MH0009	-4.58527888495761	-9	-9	-6.26740824690889	-9	-4.74497406452284	-3.3278520791681	-7.45439174327987	-3.8363179851612	-9	-5.29317393361229	-3.19247917805776	-6.27691802135916	-4.05101148486785	-9	-9	-3.17982745064028	CTR
MH0011	-4.57843986976257	-9	-9	-6.24925401447529	-9	-4.72473530382608	-3.42609424556806	-7.40542501082821	-3.78166144468695	-9	-5.22960404401353	-3.31412217393559	-6.26306959735782	-4.07349462923394	-9	-9	-3.30056988732752	CTR
MH0012	-4.6360371952974	-9	-9	-6.22457470013819	-9	-4.81336577621469	-3.50264124080111	-7.53577178495184	-3.95203812615319	-9	-5.33148059845581	-3.35579486962421	-6.35229967042852	-4.00027661449745	-9	-9	-3.284595058531	CTR
MH0014	-4.59585255806172	-9	-9	-6.26964727586712	-9	-4.7551215650347	-3.53268081643426	-7.2885321856927	-3.80404415778738	-9	-5.42674825949931	-3.48838799079005	-6.28488876321166	-3.73982463071508	-9	-9	-3.49698738701963	CTR
MH0016	-4.60409208914645	-9	-9	-6.28732583300767	-9	-4.68396060983036	-3.39246902958029	-7.33914855435355	-3.67253875602266	-9	-5.22293934989839	-3.28862475033704	-6.23827176900055	-3.87939222573475	-9	-9	-3.38918126322193	CTR
MH0020	-5.22044038641796	-9	-9	-6.38985702231222	-9	-5.30612690981686	-4.34294269822645	-7.45321327488026	-3.97684706951343	-9	-5.28651830667926	-3.56199749267242	-6.49096831180665	-3.89914357176172	-9	-9	-9	CTR
MH0021	-4.60122439675401	-9	-9	-6.16256437975398	-9	-4.75779067293465	-3.2776126521559	-7.32587645787001	-3.7568111781624	-9	-5.247962068754	-3.24643609031594	-6.22086119072293	-3.68710580054836	-9	-9	-3.36086925990558	CTR
MH0024	-5.87713518923473	-9	-9	-6.37915455530858	-9	-6.60144328363389	-3.66731256284185	-9	-6.2070532457338	-9	-5.60028229598449	-3.67861493777977	-7.74457349779851	-7.62423359498076	-9	-9	-3.76937994922273	CTR
MH0025	-4.74103704004355	-9	-9	-6.25798966898359	-9	-4.91618273608832	-3.62900356902833	-7.4296913531852	-3.93445639591851	-9	-5.37837186572419	-3.5480447902318	-6.37211182121802	-3.82657707482872	-9	-9	-3.52638312597425	CTR
MH0026	-4.70933318303003	-9	-9	-6.36902497154136	-9	-5.31565066446882	-3.66416387563364	-7.36405402639939	-4.63483949328959	-9	-5.56856557002924	-3.57816747068127	-6.34965972065343	-3.84924532084826	-9	-9	-3.56408718390162	CTR
MH0028	-4.72112278411988	-9	-9	-6.35399497540087	-9	-4.89032336647022	-3.62493412498261	-7.38331918041781	-4.00493055086765	-9	-5.42505414840855	-3.48120977880473	-6.35102161952527	-3.9517353711297	-9	-9	-3.30782045108215	CTR
MH0030	-6.48112199127513	-9	-9	-6.72907626239206	-9	-8.0419611752503	-3.87598228629299	-9	-6.14653820510922	-9	-9	-4.10660335404566	-7.73167858178283	-9	-9	-9	-3.62408228383026	CTR
MH0031	-5.64919364362765	-9	-9	-6.34142503044059	-9	-5.66414346878472	-3.56771232029022	-9	-5.64218101838582	-9	-7.65024755738987	-3.50491656434249	-7.64432915368082	-9	-9	-9	-3.76249898968921	CTR
MH0032	-5.04781030619548	-9	-9	-6.53571451563467	-9	-6.53664150544286	-3.55871096980071	-9	-5.26630301525175	-9	-5.67552035103557	-3.44926913487238	-7.70083369585947	-9	-9	-9	-4.03568048750482	CTR
MH0033	-4.89212774119839	-9	-9	-6.44622543512766	-9	-4.87442555577471	-3.74020838528222	-9	-4.08465386073034	-9	-5.40860304721103	-3.65530912871113	-6.44490716873978	-4.31529637860956	-9	-9	-3.64552275934556	CTR
MH0035	-4.76959254784578	-9	-9	-6.20363799941931	-9	-5.16582985420813	-3.5981323068473	-9	-4.16792870560775	-9	-5.38820454985376	-3.46960177595587	-6.51204346237584	-4.83196015480352	-9	-9	-3.44324895997347	CTR
MH0037	-5.78575822303102	-9	-9	-6.65959935427378	-9	-7.8405926634792	-4.38234410204857	-7.54020490089997	-7.58391965322471	-9	-5.77849873191264	-4.08148633382044	-7.72695322598416	-9	-9	-9	-9	CTR
MH0038	-9	-9	-9	-9	-9	-9	-9	-9	-8.31725277464102	-9	-9	-9	-9	-9	-9	-9	-9	CTR
MH0040	-4.60883012236577	-9	-9	-6.21934076168936	-9	-4.85980995580539	-3.44889363969856	-7.42341012475157	-3.80810449827375	-9	-5.27566994290345	-3.43660673165751	-6.36465152225455	-4.18718890943928	-9	-9	-3.3450854959507	CTR
MH0041	-4.5241535863657	-9	-9	-6.32706524803756	-9	-4.9069469849099	-3.55426631894752	-7.47431385395368	-3.81101192440573	-9	-5.35875458309714	-3.43014991526311	-6.4956303158613	-4.76341235540507	-9	-9	-3.41638640650008	CTR
MH0043	-5.0990058390435	-9	-9	-6.30803041195192	-9	-7.77440698622781	-3.91149683024588	-7.67778242475918	-5.10006538851664	-9	-5.61066148505795	-3.76445387867668	-7.80948986750526	-5.97667163354493	-9	-9	-3.65039032058111	CTR
MH0044	-4.76328897725112	-9	-9	-6.19680018025304	-9	-6.41204081056084	-3.35780984175069	-7.54839243071237	-4.63080507501611	-9	-5.41299101989399	-3.29440652346009	-6.47924796292162	-4.89741929936412	-9	-9	-3.54679942477429	CTR
MH0045	-4.62762828930309	-9	-9	-6.49930840281333	-9	-6.47048677150099	-3.62722480523218	-9	-4.13208503993573	-9	-5.63156722746937	-3.6351058318857	-7.66258107723451	-9	-9	-9	-3.73937535841048	CTR
MH0047	-4.68174828372126	-9	-9	-6.33215373157355	-9	-4.97773141095316	-3.59298323685768	-7.41087951409837	-3.95219203129737	-9	-5.38077879477122	-3.46977468045937	-6.38888324267272	-4.17556788023474	-9	-9	-3.55070677469914	CTR
MH0048	-4.46747943335957	-9	-9	-6.33854009757394	-9	-4.72266210004611	-3.44507002767157	-7.41856665810707	-3.84375875935583	-9	-5.37899473534114	-3.32551363434407	-6.34818701802935	-4.33246960471994	-9	-9	-3.33628211767312	CTR
